Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
56732449,The Love Hypothesis,Ali Hazelwood,"Hazelwood, Ali",,"=""0593336828""","=""9780593336823""",4,4.24,Berkley Books,Paperback,356,2021,2021,2022/07/12,2022/06/02,,,read,,,,1,0
43884209,"Get a Life, Chloe Brown (The Brown Sisters, #1)",Talia Hibbert,"Hibbert, Talia",,"=""0062941208""","=""9780062941206""",3,3.84,Avon,Paperback,373,2019,2019,2022/07/30,2022/06/02,,,read,,,,1,0
59651557,"Under One Roof (The STEMinist Novellas, #1)",Ali Hazelwood,"Hazelwood, Ali",,"=""""","=""""",2,3.71,Berkley,Kindle Edition,112,2022,2022,2022/08/27,2022/07/07,,,read,,,,1,0
23980,When Harry Met Sally,Nora Ephron,"Ephron, Nora",,"=""0747575479""","=""9780747575474""",3,4.26,Bloomsbury Publishing PLC,Paperback,98,2004,1990,2022/08/13,2022/08/01,,,read,,,,1,0
57693648,Yerba Buena,Nina LaCour,"LaCour, Nina",,"=""1250810469""","=""9781250810465""",0,3.95,Flatiron Books,Hardcover,304,2022,2022,,2022/08/09,to-read,to-read (#46),to-read,,,,0,0
11996,I Who Have Never Known Men,Jacqueline Harpman,"Harpman, Jacqueline",Ros Schwartz,"=""0380731819""","=""9780380731817""",0,4.25,Avon Eos,Paperback,208,1998,1995,,2022/08/08,to-read,to-read (#45),to-read,,,,0,0
39335566,The Water Cure,Sophie Mackintosh,"Mackintosh, Sophie",,"=""0385543875""","=""9780385543873""",0,3.25,Doubleday,Hardcover,288,2019,2018,,2022/08/08,to-read,to-read (#44),to-read,,,,0,0
54985743,People We Meet on Vacation,Emily Henry,"Henry, Emily",,"=""1984806750""","=""9781984806758""",4,3.94,Berkley Books,Paperback,364,2021,2021,2022/06/01,2022/05/10,,,read,,,,1,0
52867387,Beach Read,Emily Henry,"Henry, Emily",,"=""1984806734""","=""9781984806734""",5,4.04,Berkley,Paperback,361,2020,2020,2022/07/22,2022/05/10,,,read,,,,1,0
55710822,Better Than the Movies,Lynn Painter,"Painter, Lynn",,"=""1534467629""","=""9781534467620""",4,4.29,Simon & Schuster Books for Young Readers,Hardcover,356,2021,2021,2022/07/27,2022/07/02,,,read,,,,1,0
59593390,Amores y amoríos de los reyes de España,José Montero Alonso,"Alonso, José Montero",,"=""8486280648""","=""9788486280642""",0,4.00,,Paperback,,1993,,,2022/08/05,to-read,to-read (#43),to-read,,,,0,0
56978100,The Girl Who Fell Beneath the Sea,Axie Oh,"Oh, Axie",Kuri Huang,"=""1250780861""","=""9781250780867""",0,4.17,Feiwel & Friends,Hardcover,325,2022,2022,,2022/08/02,to-read,to-read (#42),to-read,,,,0,0
54304013,Shipped,Angie Hockman,"Hockman, Angie",,"=""1982151595""","=""9781982151591""",0,3.65,Gallery Books,Paperback,336,2021,2021,,2022/08/02,to-read,to-read (#41),to-read,,,,0,0
27213238,The Hating Game,Sally  Thorne,"Thorne, Sally",,"=""""","=""""",0,3.96,William Morrow Paperbacks,Paperback,365,2016,2016,,2022/08/02,to-read,to-read (#40),to-read,,,,0,0
51035594,The Do-Over,Lynn Painter,"Painter, Lynn",,"=""""","=""""",0,4.12,Simon Pulse,Hardcover,304,2022,2022,,2022/08/01,to-read,to-read (#39),to-read,,,,0,0
27209486,Modern Lovers,Emma Straub,"Straub, Emma",,"=""159463467X""","=""9781594634673""",0,3.44,Riverhead Books,Hardcover,353,2016,2016,,2022/07/31,to-read,to-read (#38),to-read,,,,0,0
57693262,Cleopatra and Frankenstein,Coco Mellors,"Mellors, Coco",,"=""1635576814""","=""9781635576818""",0,3.96,Bloomsbury Publishing,Hardcover,384,2022,2022,,2022/07/31,to-read,to-read (#37),to-read,,,,0,0
22822858,A Little Life,Hanya Yanagihara,"Yanagihara, Hanya",,"=""""","=""""",0,4.34,Doubleday,Hardcover,720,2015,2015,,2022/07/30,to-read,to-read (#36),to-read,,,,0,0
23492661,Maybe in Another Life,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""""","=""""",3,3.81,Washington Square Press,Paperback,342,2015,2015,2022/06/26,2022/04/28,,,read,,,,1,0
673959,Let It Rain Coffee,Angie Cruz,"Cruz, Angie",,"=""0743212045""","=""9780743212045""",0,3.79,Simon  Schuster,Paperback,304,2006,2005,,2022/06/25,to-read,to-read (#35),to-read,,,,0,0
61577,Soledad,Angie Cruz,"Cruz, Angie",,"=""0743212029""","=""9780743212021""",0,3.81,Simon  Schuster,Paperback,240,2002,2001,,2022/06/25,to-read,to-read (#34),to-read,,,,0,0
43263696,Dominicana,Angie Cruz,"Cruz, Angie",,"=""125020593X""","=""9781250205933""",0,4.12,Flatiron Books,Hardcover,323,2019,2019,,2022/06/25,to-read,to-read (#33),to-read,,,,0,0
60874073,Bomba de humo,Laura Santolaya,"Santolaya, Laura",,"=""849129600X""","=""9788491296003""",0,3.42,Suma,Paperback,368,2022,2022,,2022/06/23,to-read,to-read (#32),to-read,,,,0,0
36348525,Severance,Ling  Ma,"Ma, Ling",,"=""0374261598""","=""9780374261597""",0,3.92,"Farrar, Straus and Giroux",Hardcover,291,2018,2018,,2022/06/22,to-read,to-read (#31),to-read,,,,0,0
52873922,Winter in Sokcho,Elisa Shua Dusapin,"Dusapin, Elisa Shua",Aneesa Higgins,"=""1911547542""","=""9781911547549""",0,3.61,Daunt Books Publishing,Paperback,154,2020,2016,,2022/06/22,to-read,to-read (#30),to-read,,,,0,0
10116463,Gog,Giovanni Papini,"Papini, Giovanni",Fikret Adil,"=""""","=""""",0,4.18,İş Bankası Kültür Yayınları,Paperback,386,1958,1931,,2022/06/20,to-read,to-read (#29),to-read,,,,0,0
58690308,Book Lovers,Emily Henry,"Henry, Emily",,"=""""","=""""",3,4.23,Berkley,Hardcover,377,2022,2022,2022/06/13,2022/05/03,,,read,,,,1,0
44421460,Before the Coffee Gets Cold,Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Geoffrey Trousselot,"=""1529029589""","=""9781529029581""",0,3.75,Picador,Paperback,213,2019,2015,,2022/06/02,to-read,to-read (#28),to-read,,,,0,0
18774964,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738017""","=""9781476738017""",0,4.37,Atria Books,Hardcover,337,2014,2012,,2022/06/01,to-read,to-read (#27),to-read,,,,0,0
49259788,The Summer of Broken Rules,K.L. Walther,"Walther, K.L.",,"=""1728210291""","=""9781728210292""",0,4.05,Sourcebooks Fire,Hardcover,386,2021,2021,,2022/06/01,to-read,to-read (#26),to-read,,,,0,0
19343332,La reina de las lavanderas,Carmen Gallardo,"Gallardo, Carmen",,"=""""","=""""",0,4.17,La Esfera de los Libros,Kindle Edition,432,2012,2012,,2022/05/23,to-read,to-read (#25),to-read,,,,0,0
45553600,Second First Impressions,Sally  Thorne,"Thorne, Sally",,"=""0063007134""","=""9780063007130""",3,3.58,William Morrow,Hardcover,352,2021,2021,2022/05/23,2022/02/28,,,read,,,,1,0
92624,"La costa más lejana (Historias de Terramar, #3)",Ursula K. Le Guin,"Guin, Ursula K. Le",Matilde Horne,"=""8445075314""","=""9788445075319""",0,4.12,Minotauro,Paperback,248,2004,1972,,2022/02/06,to-read,to-read (#24),to-read,,,,0,0
56918758,"Promesa de Sangre (Magos de la Pólvora, #1)",Brian  McClellan,"McClellan, Brian",Federico Cristante,"=""8412299221""","=""9788412299229""",0,4.14,Gamon,Hardcover,564,2021,2013,,2022/05/10,to-read,to-read (#23),to-read,,,,0,0
11513560,"Hiperion (Hyperion, #1)",Dan Simmons,"Simmons, Dan",Goran Skrobonja,"=""8674362443""","=""9788674362440""",0,4.25,Laguna,Paperback,436,2005,1989,,2022/05/09,to-read,to-read (#22),to-read,,,,0,0
59211749,La moda justa: Una invitación a vestir con ética,Marta D. Riezu,"Riezu, Marta D.",,"=""8433916572""","=""9788433916570""",0,4.19,Anagrama,Paperback,96,2021,2021,,2022/05/03,to-read,to-read (#21),to-read,,,,0,0
32620332,The Seven Husbands of Evelyn Hugo,Taylor Jenkins Reid,"Reid, Taylor Jenkins",,"=""1501139231""","=""9781501139239""",0,4.46,Atria Books,Hardcover,389,2017,2017,,2022/04/28,to-read,to-read (#20),to-read,,,,0,0
41743264,"Reina roja (Antonia Scott, #1)",Juan Gómez-Jurado,"Gómez-Jurado, Juan",,"=""8466664416""","=""9788466664417""",3,4.10,Ediciones B,Hardcover,568,2018,2018,2022/04/27,2022/04/23,,,read,,,,1,0
36617542,China,Edward Rutherfurd,"Rutherfurd, Edward",,"=""0385538936""","=""9780385538930""",0,4.18,Doubleday Books,Hardcover,764,2021,2021,,2022/04/24,to-read,to-read (#19),to-read,,,,0,0
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",5,4.55,DAW Books,Hardcover,994,2011,2011,2022/04/23,2022/03/28,,,read,,,,1,0
33099588,"The Black Tides of Heaven (Tensorate, #1)",Neon Yang,"Yang, Neon",,"=""076539541X""","=""9780765395412""",0,3.72,Tor.com,Paperback,236,2017,2017,,2022/04/08,to-read,to-read (#18),to-read,,,,0,0
12994251,Los pilares de la tierra I (Parte 1 de 3),Ken Follett,"Follett, Ken",Rosalía Vázquez,"=""8467436530""","=""9788467436532""",0,4.42,Planeta DeAgostini,Hardcover,468,2007,,,2022/04/07,to-read,to-read (#17),to-read,,,,0,0
45891343,The Upside of Falling,Alex Light,"Light, Alex",,"=""0062918052""","=""9780062918055""",1,3.64,HarperTeen,Hardcover,288,2020,2020,2022/03/15,2022/02/24,,,read,,,,1,0
53415121,The Ex Talk,Rachel Lynn Solomon,"Solomon, Rachel Lynn",,"=""""","=""""",4,3.74,Berkley,Kindle Edition,336,2021,2021,2022/03/05,2022/02/19,,,read,,,,1,0
29367958,The Wall of Winnipeg and Me,Mariana Zapata,"Zapata, Mariana",,"=""""","=""""",0,4.26,,Kindle Edition,428,2016,2016,,2022/02/28,to-read,to-read (#16),to-read,,,,0,0
44778083,"House of Earth and Blood (Crescent City, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1635574048""","=""9781635574043""",0,4.48,Bloomsbury Publishing,Hardcover,803,2020,2020,,2022/02/28,to-read,to-read (#15),to-read,,,,0,0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",0,4.20,Bloomsbury USA Childrens,Hardcover,432,2015,2015,,2022/02/28,to-read,to-read (#14),to-read,,,,0,0
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.19,Bloomsbury USA Children's,Hardcover,406,2012,2012,,2022/02/28,to-read,to-read (#13),to-read,,,,0,0
55590839,Fairy Oak. La storia perduta,Elisabetta Gnone,"Gnone, Elisabetta",,"=""""","=""9788831004091""",0,4.22,Salani Editore,Hardcover,400,2020,,,2022/02/28,to-read,to-read (#12),to-read,,,,0,0
56921816,"The Temporary Roomie (It Happened in Nashville, #2)",Sarah       Adams,"Adams, Sarah",,"=""""","=""""",4,3.74,,Kindle Edition,286,2021,2021,2022/02/27,2022/02/19,,,read,,,,1,0
55820126,"The Off Limits Rule (It Happened in Nashville, #1)",Sarah       Adams,"Adams, Sarah",,"=""""","=""""",3,3.72,,Kindle Edition,282,2021,2020,2022/02/26,2022/02/25,,,read,,,,1,0
27362503,"It Ends with Us (It Ends with Us, #1)",Colleen Hoover,"Hoover, Colleen",,"=""""","=""""",4,4.31,Atria Books,Kindle Edition,386,2016,2016,,2022/01/26,,,read,,,,1,0
59068107,"A Cross-Country Christmas (Road Trip Romance, #1)",Courtney Walsh,"Walsh, Courtney",,"=""""","=""""",4,4.05,Sweethaven Press,Kindle Edition,256,2021,2021,2022/02/14,2022/02/10,,,read,,,,1,0
41032121,"The Risk (Briar U, #2)",Elle Kennedy,"Kennedy, Elle",,"=""""","=""""",3,4.27,Elle Kennedy Inc.,Kindle Edition,432,2019,2019,2022/02/11,2022/02/09,,,read,,,,1,0
39854434,"Fix Her Up (Hot & Hammered, #1)",Tessa Bailey,"Bailey, Tessa",,"=""0062872842""","=""9780062872845""",4,3.65,Avon,ebook,400,2019,2019,2022/02/02,2022/01/27,,,read,,,,1,0
54189398,"The Spanish Love Deception (Spanish Love Deception, #1)",Elena  Armas,"Armas, Elena",,"=""1668002531""","=""9781668002537""",5,3.92,Elena Armas,ebook,487,2021,2021,2022/01/25,2022/01/24,,,read,,,,1,0
57514395,The American Roommate Experiment (Spanish Love Deception #2),Elena  Armas,"Armas, Elena",,"=""1398515647""","=""9781398515642""",0,3.93,Simon & Schuster UK,Paperback,406,2022,2022,,2022/02/10,to-read,to-read (#11),to-read,,,,0,0
32614298,"Where Good Girls Go To Die (Good Girls, #1)",Holly Renee,"Renee, Holly",,"=""""","=""""",1,3.71,,ebook,340,2017,2017,2022/02/09,2022/01/26,,,read,,,,1,0
45023611,"The Roommate (The Shameless Series, #1)",Rosie Danan,"Danan, Rosie",,"=""059310160X""","=""9780593101605""",2,3.63,Berkley,Paperback,325,2020,2020,2022/02/04,2022/02/03,,,read,,,,1,0
2855034,Nation,Terry Pratchett,"Pratchett, Terry",,"=""0061433012""","=""9780061433016""",0,4.09,HarperCollins,Hardcover,367,2008,2008,,2022/01/26,to-read,to-read (#10),to-read,,,,0,0
52764201,Todo lo que sé sobre el amor,Dolly Alderton,"Alderton, Dolly",Anna Valor Blanquer,"=""8408214357""","=""9788408214359""",0,4.11,Planeta,Paperback,384,2019,2018,,2022/01/26,to-read,to-read (#9),to-read,,,,0,0
62779,Nada,Carmen Laforet,"Laforet, Carmen",Edith Grossman,"=""1843433028""","=""9781843433026""",0,3.85,Harvill Secker,Hardcover,244,2007,1944,,2022/01/26,to-read,to-read (#8),to-read,,,,0,0
31344527,Una habitación propia,Virginia Woolf,"Woolf, Virginia",,"=""""","=""""",0,4.20,Greenbooks Editore,Kindle Edition,189,2016,1928,,2022/01/26,to-read,to-read (#7),to-read,,,,0,0
601415,"El Dragón Renacido (La Rueda del Tiempo, #3)",Robert Jordan,"Jordan, Robert",María Dolors Gallart,"=""8448031202""","=""9788448031206""",0,4.27,Timun Mas,Paperback,512,1998,1991,,2021/12/15,to-read,to-read (#6),to-read,,,,0,0
53097424,"La Gran Cacería (La Rueda del Tiempo, #2)",Robert Jordan,"Jordan, Robert",Dolors Gallart,"=""""","=""9788445007013""",0,4.25,Minotauro,Paperback,720,2019,1990,2021/11/20,2021/10/16,,,read,,,,1,0
6400600,"El ojo del mundo (La Rueda del Tiempo, #1)",Robert Jordan,"Jordan, Robert","Mila López, María Dolors Gallart","=""8448031180""","=""9788448031183""",0,4.19,Timun Mas,Paperback,640,1993,1990,2021/10/12,2021/09/03,,,read,,,,1,0
16091035,Historia del mundo contada para escépticos,Juan Eslava Galán,"Galán, Juan Eslava",,"=""""","=""9788408013822""",0,3.96,Planeta,Hardcover,506,2012,2012,,2021/08/23,to-read,to-read (#5),to-read,,,,0,0
1556716,Breve Historia del Mundo,E.H. Gombrich,"Gombrich, E.H.",José  Luis Gil Aristu,"=""8483072327""","=""9788483072325""",0,4.11,Peninsular Publishing Company,Paperback,0,2000,1936,,2021/08/23,to-read,to-read (#4),to-read,,,,0,0
56321575,Señor del espacio y el tiempo,Rudy Rucker,"Rucker, Rudy",Alejandro Terán,"=""""","=""9788417507602""",1,3.71,Ediciones Gigamesh,Hardcover,320,2020,1985,2021/07/15,2021/07/13,,,read,,,,1,0
18453829,"Me vestiré de medianoche (Mundodisco, #38)",Terry Pratchett,"Pratchett, Terry",Manu Viciano,"=""841583103X""","=""9788415831037""",0,4.34,Fantascy,Paperback,416,2013,2010,2021/07/04,2021/05/25,,,read,,,,1,0
16110950,"La corona de hielo (Mundodisco, #35)",Terry Pratchett,"Pratchett, Terry",Manu Viciano,"=""8401353297""","=""9788401353291""",0,4.24,Plaza & Janés,Hardcover,365,2012,2006,2021/05/25,2021/05/14,,,read,,,,1,0
12936621,"Un sombrero de cielo (Mundodisco, #32)",Terry Pratchett,"Pratchett, Terry",Manu Viciano,"=""8401339790""","=""9788401339790""",0,4.31,Plaza & Janés,Hardcover,335,2011,2004,2021/05/14,2021/05/06,,,read,,,,1,0
6905794,"Los pequeños hombres libres (Mundodisco, #30)",Terry Pratchett,"Pratchett, Terry",Pilar Ramírez Tello,"=""8496947599""","=""9788496947597""",0,4.28,Toro Mítico,Paperback,300,2008,2003,2021/05/04,2021/03/27,,,read,,,,1,0
34418540,"La quinta estación (Trilogía de la Tierra Fragmentada, #1)",N.K. Jemisin,"Jemisin, N.K.",David Tejera Expósito,"=""""","=""9788466661690""",0,4.32,NOVA,Paperback,448,2017,2015,,2021/04/09,to-read,to-read (#3),to-read,,,,0,0
53707,"Hijos de Dune (Crónicas de Dune, #3)",Frank Herbert,"Herbert, Frank",,"=""8497594320""","=""9788497594325""",0,3.96,Debolsillo,Paperback,546,2005,1976,,2021/03/29,to-read,to-read (#2),to-read,,,,0,0
7934296,"La voz de las espadas (La Primera Ley, #1)",Joe Abercrombie,"Abercrombie, Joe",Borja García Bercero,"=""8420679879""","=""9788420679877""",0,4.20,Alianza,Paperback,752,2010,2006,,2021/03/27,to-read,to-read (#1),to-read,,,,0,0
35449024,"Brazales de duelo (Nacidos de la Bruma, #6)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.43,B DE BOOKS,Kindle Edition,534,2017,2016,,2021/03/27,,,read,,,,1,0
32495123,"Sombras de identidad (Nacidos de la Bruma, #5)",Brandon Sanderson,"Sanderson, Brandon",Manuel de los Reyes,"=""""","=""""",5,4.29,B DE BOOKS,Kindle Edition,440,2016,2015,,2021/03/27,,,read,,,,1,0
30055560,"El aliento de los dioses (El aliento de los dioses, #1)",Brandon Sanderson,"Sanderson, Brandon","Manuel de los Reyes, Rafael Marín Trechera","=""8466658874""","=""9788466658874""",5,4.30,Ediciones B/Nova,Hardcover,720,2016,2009,,2021/03/27,,,read,,,,1,0
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",3,4.19,Tor Fantasy,Mass Market Paperback,622,2006,2005,,2021/03/27,,,read,,,,1,0
